102.21839289447041+0i, 0 
107.54743179948599+0i, 0 
112.7730197664843+0i, 0 
118.38500548424531+0i, 0 
124.62381684658558+0i, 0 
130.4985317140426+0i, 0 
135.46118351299097+0i, 0 
141.9184144484694+0i, 0 
148.49400002096849+0i, 0 
155.45375167058066+0i, 0 
162.7810375911865+0i, 0 
168.97016268781235+0i, 0 
177.27718085747668+0i, 0 
185.4379525064956+0i, 0 
194.0797342027641+0i, 0 
203.1940608484383+0i, 0 
218.78037278389235+0i, 0 
228.6376915027267+0i, 0 
239.41136070115616+0i, 0 
248.51133504019626+0i, 0 
260.5441115010558+0i, 0 
274.31539395815065+0i, 0 
286.9675153871859+0i, 0 
301.95258571447806+0i, 0 
314.62265172189143+0i, 0 
329.25267858509534+0i, 0 
343.2412966478411+0i, 0 
359.20710041435484+0i, 0 
383.7086463622444+0i, 0 
401.03986194482945+0i, 0 
419.15652014154034+0i, 0 
431.9831327529018+0i, 0 
464.10225665049853+0i, 0 
488.12920048200675+0i, 0 
515.447636884565+0i, 0 
602.4536434374565+0i, 0 
621.8692870394085+0i, 0 
704.5224868715657+0i, 0 
742.3945411818082+0i, 0 
773.6644805541206+0i, 0 
812.7671881971479+0i, 0 
852.7884845554918+0i, 0 
900.1423296939714+0i, 0 
938.9972924249753+0i, 0 
986.7901733344453+0i, 0 
