102.55503799256216+0i, 45.906971340258245
107.19612905042925+0i, 45.15315192597248
112.04746424227388+0i, 44.368718206277805
117.11969185810854+0i, 43.400598654129645
122.41982338509007+0i, 42.656984008313515
127.80603249094652+0i, 41.859247722722834
133.7513452299032+0i, 41.06770703198488
139.80385910578775+0i, 40.35470669157766
146.12989044253953+0i, 39.68252542504901
152.74255806143103+0i, 38.96952508464179
159.6555761139237+0i, 38.14427229106855
166.8793550752198+0i, 37.52311486688808
174.4296493013554+0i, 36.93257174811651
182.32339983224736+0i, 36.178752333830744
190.57486276625113+0i, 35.38411384566643
199.20128096939004+0i, 34.467018135866454
208.21791194403+0i, 33.57033196300577
217.64156644926447+0i, 32.75528393790218
227.4911452524397+0i, 31.98105498667713
237.7821017290993+0i, 31.502764321071584
248.5409524899173+0i, 30.871402128421465
255.1264270148219+0i, 30.463999338821253
278.181134663701+0i, 28.925685593365014
290.77270346869625+0i, 28.02899942050432
303.9330591926844+0i, 27.193541858461455
316.4152475526324+0i, 26.32961649438468
332.0701678333917+0i, 25.40016951274007
346.6815091603743+0i, 24.55753224588298
362.97175433114694+0i, 23.714527636748365
379.22719768891335+0i, 23.01625404824712
396.3844607527003+0i, 22.446120466414826
414.3192789273367+0i, 21.82496304223435
433.07024658183207+0i, 21.030324554070035
452.67155519751304+0i, 20.174457455087897
473.1591434155383+0i, 19.349204661514662
494.5733576120738+0i, 18.544361404880704
516.9547676337178+0i, 17.800746759064573
539.2629061821625+0i, 17.094829145110317
565.3095438618769+0i, 16.231906258108907
590.374233552306+0i, 15.222940693648518
617.0984519038809+0i, 14.285435446909268
645.0172440320473+0i, 13.725506633546615
674.2046993200827+0i, 13.032915830078672
704.7146944099402+0i, 12.29950595273219
736.6053678031697+0i, 11.566096075385694
769.939688197107+0i, 10.82248142956957
804.7789453256117+0i, 10.150300163040903
841.1999919594995+0i, 9.376071211815855
879.2693081531353+0i, 8.601842260590814
919.0556576315989+0i, 7.929660994062154
960.6313435580615+0i, 7.441165559986963
992.0556119360257+0i, 6.9094464294845395
