Frequency (Hz),Mean
100.263977050781,0.07580786192652109
100.600433349609,0.07597224057238423
100.936889648438,0.07617206485781174
101.273345947266,0.07641202586008887
101.609802246094,0.07669239002375565
101.946258544922,0.07700716188067162
102.28271484375,0.07734591378457399
102.619171142578,0.0776969195691121
102.955627441406,0.07804655211052627
103.292083740234,0.07838261200959057
103.628540039062,0.0786964465622925
103.964996337891,0.07898414847654242
104.301452636719,0.07924709243147568
104.637908935547,0.07949159911047185
104.974365234375,0.07972884944001715
105.310821533203,0.07996994158237758
105.647277832031,0.0802268624226303
105.983734130859,0.08051018767338747
106.320190429688,0.08082674627313542
106.656646728516,0.08118150417067019
106.993103027344,0.0815732755701272
107.329559326172,0.08199863568792111
107.666015625,0.08245158271294699
108.002471923828,0.08292297266255821
108.338928222656,0.08340191034419583
108.675384521484,0.08387805856433014
109.011840820312,0.08434135424630307
109.348297119141,0.08478391378254073
109.684753417969,0.08520078788965244
110.021209716797,0.08559118389585288
110.357666015625,0.08595830972729465
110.694122314453,0.08630987846051578
111.030578613281,0.08665782732457003
111.367034912109,0.08701412793173045
111.703491210938,0.08739112186500433
112.039947509766,0.08779845991572569
112.376403808594,0.08824199425137655
112.712860107422,0.08872234066326132
113.04931640625,0.08923686075710574
113.385772705078,0.08977712631262312
113.722229003906,0.09033147069016882
114.058685302734,0.09088574246050032
114.395141601562,0.09142559685162863
114.731597900391,0.0919383574877501
115.068054199219,0.09241571149909819
115.404510498047,0.09285556125829326
115.740966796875,0.09326144077386368
116.077423095703,0.09364140292254416
116.413879394531,0.09400613969133428
116.750335693359,0.09436732161374306
117.086791992188,0.09473536437191318
117.423248291016,0.09511750869112064
117.759704589844,0.09551897214218627
118.096160888672,0.09594139534128267
118.4326171875,0.09638246049010643
118.769073486328,0.09683851214737779
119.105529785156,0.09730285009626752
119.441986083984,0.09776837270411856
119.778442382812,0.09822949470207773
120.114898681641,0.09867957137676284
120.451354980469,0.0991150690737634
120.787811279297,0.09953361322327162
121.124267578125,0.09993480152034614
121.460723876953,0.1003193061167685
121.797180175781,0.10068857736277707
122.133636474609,0.10104528827998585
122.470092773438,0.10139359931193134
122.806549072266,0.10173770649766319
123.143005371094,0.1020823241126531
123.479461669922,0.10243241363800237
123.81591796875,0.10279242708427465
124.152374267578,0.10316563403095709
124.488830566406,0.10355439828349064
124.825286865234,0.10395891613913158
125.161743164062,0.10437770384289528
125.498199462891,0.10480798925407293
125.834655761719,0.1052437456693758
126.171112060547,0.1056811514414612
126.507568359375,0.10611240992923263
126.844024658203,0.10653261990280052
127.180480957031,0.10693581180014104
127.516937255859,0.10732029050665508
127.853393554688,0.10768435354364117
128.189849853516,0.10803024929449608
128.526306152344,0.10836198878992893
128.862762451172,0.10868435641571975
129.19921875,0.10900463947377739
129.535675048828,0.10932863969647244
129.872131347656,0.10966108754877953
130.208587646484,0.11000639222366096
130.545043945312,0.11036676336717206
130.881500244141,0.11074297940332334
131.217956542969,0.11113459030938429
131.554412841797,0.11154142665761975
131.890869140625,0.11196221190224429
132.227325439453,0.11239612249727463
132.563781738281,0.11284146924354106
132.900238037109,0.1132980523307642
133.236694335938,0.11376343279290968
133.573150634766,0.11423576958248269
133.909606933594,0.11471042362278314
134.246063232422,0.1151818214939222
134.58251953125,0.1156442196503884
134.918975830078,0.11608853726022175
135.255432128906,0.11650899481501516
135.591888427734,0.1168986031774685
135.928344726562,0.11725433109648828
136.264801025391,0.11757577313665317
136.601257324219,0.11786600221492563
136.937713623047,0.11813374104793625
137.274169921875,0.11838864426245317
137.610626220703,0.11864447004690856
137.947082519531,0.11891398645316723
138.283538818359,0.1192093861736547
138.619995117188,0.11953872242775425
138.956451416016,0.11990605280179709
139.292907714844,0.12031113622154359
139.629364013672,0.12074875560145179
139.9658203125,0.12120786793056564
140.302276611328,0.12167725266031429
140.638732910156,0.12214228922345952
140.975189208984,0.12258963150359006
141.311645507812,0.12300960289824267
141.648101806641,0.12339561255532776
141.984558105469,0.1237464249212755
142.321014404297,0.12406572390159228
142.657470703125,0.12436296967891299
142.993927001953,0.12464863900343717
143.330383300781,0.12493701934834485
143.666839599609,0.12524062230861752
144.003295898438,0.12556971287726276
144.339752197266,0.1259322011873265
144.676208496094,0.12632984761753657
145.012664794922,0.12676206494752879
145.34912109375,0.12722217163045765
145.685577392578,0.12770290951079505
146.022033691406,0.12819219699138742
146.358489990234,0.12868209427031257
146.694946289062,0.12916306087553892
147.031402587891,0.1296288139483322
147.367858886719,0.13007581758822298
147.704315185547,0.1305047911366463
148.040771484375,0.130918975540524
148.377227783203,0.13132217630850285
148.713684082031,0.13172138678021708
149.050140380859,0.13212189688737816
149.386596679688,0.1325279645882611
149.723052978516,0.13294188238359003
150.059509277344,0.1333625603918424
150.395965576172,0.13378705652656864
150.732421875,0.1342118061278834
151.068878173828,0.13463134657106227
151.405334472656,0.13504029288501915
151.741790771484,0.13543555790113826
152.078247070312,0.13581549101472593
152.414703369141,0.13618026944975176
152.751159667969,0.13653199916288014
153.087615966797,0.13687492011304456
153.424072265625,0.13721310873257692
153.760528564453,0.1375528492163862
154.096984863281,0.13789920662168095
154.433441162109,0.13825591388978528
154.769897460938,0.138625218645068
155.106353759766,0.13900721452447348
155.442810058594,0.13940007760016765
155.779266357422,0.13980029475184255
156.11572265625,0.14020523886793385
156.452178955078,0.14060974842309568
156.788635253906,0.14101217824677192
157.125091552734,0.1414116228677485
157.461547851562,0.14180898424446237
157.798004150391,0.14220602377432923
158.134460449219,0.14260632289509878
158.470916748047,0.14301368322487112
